label,_x0,_y0,_z0,_x1,_y1,_z1,_x2,_y2,_z2,_x3,_y3,_z3,_x4,_y4,_z4,_x5,_y5,_z5,_x6,_y6,_z6,_x7,_y7,_z7,_x8,_y8,_z8,_x9,_y9,_z9,_x10,_y10,_z10,_x11,_y11,_z11,_x12,_y12,_z12,_x13,_y13,_z13,_x14,_y14,_z14,_x15,_y15,_z15,_x16,_y16,_z16,_x17,_y17,_z17,_x18,_y18,_z18,_x19,_y19,_z19,_x20,_y20,_z20
water,0.23943226039409637,1.0356649160385132,4.861587399318523e-07,0.29161983728408813,0.9833477735519409,-0.013796228915452957,0.3346727788448334,0.9345825910568237,-0.028468362987041473,0.3710828721523285,0.9172536134719849,-0.04634255915880203,0.3855634927749634,0.9176006317138672,-0.0651651918888092,0.3049648106098175,0.8057709336280823,-0.03513859584927559,0.33040401339530945,0.7024779915809631,-0.06105440855026245,0.34633657336235046,0.6375840902328491,-0.07942716032266617,0.3564370572566986,0.584266722202301,-0.0933380052447319,0.270894318819046,0.8140365481376648,-0.05490174889564514,0.28117719292640686,0.6900884509086609,-0.08632206171751022,0.29526036977767944,0.6045273542404175,-0.11330439150333405,0.3015284240245819,0.540529727935791,-0.13296154141426086,0.24386316537857056,0.8523901104927063,-0.07553499937057495,0.2639615535736084,0.7473703026771545,-0.12048713862895966,0.28639036417007446,0.6873469948768616,-0.15440739691257477,0.2960321009159088,0.6406317353248596,-0.17494411766529083,0.22913062572479248,0.9153167009353638,-0.0952683687210083,0.2955794334411621,0.8829767107963562,-0.1341419368982315,0.33306726813316345,0.9136741161346436,-0.14965078234672546,0.3485025465488434,0.954106330871582,-0.15934713184833527
water,0.2598157823085785,1.0586497783660889,1.0495566584722837e-06,0.3174560070037842,1.0144258737564087,-0.022304385900497437,0.36817309260368347,0.963397741317749,-0.04654520004987717,0.40193742513656616,0.9289851784706116,-0.07074856758117676,0.3814780116081238,0.9086546301841736,-0.09762444347143173,0.30863121151924133,0.8258768916130066,-0.05585433915257454,0.3359687626361847,0.7121211290359497,-0.08534727990627289,0.3509373664855957,0.6395089626312256,-0.10404647886753082,0.36143556237220764,0.5817912817001343,-0.11730048805475235,0.2661230266094208,0.8371020555496216,-0.07430684566497803,0.28259092569351196,0.7002874612808228,-0.10835208743810654,0.29715341329574585,0.6011260151863098,-0.13897059857845306,0.307969868183136,0.5270826816558838,-0.16067230701446533,0.2301395833492279,0.8773568868637085,-0.09264209121465683,0.24752739071846008,0.7523810863494873,-0.1432681530714035,0.27534598112106323,0.6623936891555786,-0.1865389198064804,0.2936893105506897,0.5949289202690125,-0.21465441584587097,0.20844069123268127,0.9376731514930725,-0.10927706211805344,0.27624887228012085,0.8871407508850098,-0.15885908901691437,0.3318444788455963,0.913114607334137,-0.17986586689949036,0.3655235469341278,0.9591937065124512,-0.19266459345817566
water,0.2721390128135681,1.0794060230255127,1.1572989251362742e-06,0.3331781327724457,1.0437895059585571,-0.02655455470085144,0.38502365350723267,0.985092043876648,-0.05317654088139534,0.4089638590812683,0.9390586614608765,-0.07820533961057663,0.37584370374679565,0.9073087573051453,-0.10683213174343109,0.3132089674472809,0.8491360545158386,-0.06587272137403488,0.3357517123222351,0.7230458855628967,-0.09713512659072876,0.35042524337768555,0.6443241834640503,-0.11588752269744873,0.36042270064353943,0.5819268226623535,-0.12798579037189484,0.27051737904548645,0.8556594848632812,-0.08049725741147995,0.2800651788711548,0.710700511932373,-0.11418385803699493,0.2933204770088196,0.6069240570068359,-0.1446104794740677,0.30442023277282715,0.5290204286575317,-0.16550377011299133,0.23300473392009735,0.8920190334320068,-0.09469148516654968,0.24325397610664368,0.7642863988876343,-0.14601148664951324,0.26798880100250244,0.6653995513916016,-0.1931380182504654,0.28561243414878845,0.5927622318267822,-0.22416551411151886,0.20711800456047058,0.9463639855384827,-0.10689681768417358,0.2764747440814972,0.9030787348747253,-0.15899793803691864,0.33659303188323975,0.9296508431434631,-0.1830250471830368,0.3775419592857361,0.9790970087051392,-0.19745025038719177
water,0.27412423491477966,1.0786488056182861,1.1528200047905557e-06,0.3373417258262634,1.049740195274353,-0.03436564654111862,0.39203283190727234,0.9894364476203918,-0.06201013922691345,0.41614577174186707,0.9414458274841309,-0.08656337857246399,0.38147658109664917,0.9094488024711609,-0.11528761684894562,0.3173988461494446,0.8339312672615051,-0.06924866884946823,0.338605672121048,0.7141484618186951,-0.10099748522043228,0.3515213429927826,0.639566957950592,-0.12140317261219025,0.3598784804344177,0.5780937075614929,-0.13438484072685242,0.27322784066200256,0.8448166847229004,-0.0799812525510788,0.28124335408210754,0.7051270008087158,-0.11463429033756256,0.29373931884765625,0.6074531078338623,-0.14442414045333862,0.30469098687171936,0.5337172746658325,-0.16385050117969513,0.23651939630508423,0.8860984444618225,-0.09110305458307266,0.24720150232315063,0.761840283870697,-0.1434672325849533,0.2700228691101074,0.6643221378326416,-0.18764328956604004,0.28709837794303894,0.5884062051773071,-0.21552903950214386,0.20964039862155914,0.9465789794921875,-0.10087652504444122,0.2768684923648834,0.8954842686653137,-0.1503838151693344,0.3335620164871216,0.9245203137397766,-0.16886094212532043,0.37388747930526733,0.9766302108764648,-0.17915105819702148
water,0.2755540907382965,1.0862358808517456,1.1338727290421957e-06,0.3381425142288208,1.0540611743927002,-0.03129732608795166,0.3932708501815796,0.9903984665870667,-0.058275219053030014,0.41880127787590027,0.9384283423423767,-0.08264768123626709,0.38243570923805237,0.9092061519622803,-0.11084813624620438,0.31681904196739197,0.8404527306556702,-0.06810981780290604,0.3386475145816803,0.7177826762199402,-0.09993375092744827,0.35261011123657227,0.6432840824127197,-0.12022829055786133,0.3619370758533478,0.5824880599975586,-0.1329958140850067,0.2718738317489624,0.8525765538215637,-0.08018101006746292,0.2792622745037079,0.7089746594429016,-0.11504941433668137,0.2929118573665619,0.6100000739097595,-0.14392399787902832,0.30473461747169495,0.5343549251556396,-0.16279134154319763,0.23485344648361206,0.8929952383041382,-0.09235686808824539,0.24642261862754822,0.7660942077636719,-0.1430659294128418,0.27019384503364563,0.668591320514679,-0.18469800055027008,0.287727415561676,0.5920851230621338,-0.2108994424343109,0.20945939421653748,0.9513974189758301,-0.10317191481590271,0.27551335096359253,0.8933938145637512,-0.14913247525691986,0.32969194650650024,0.9193428754806519,-0.16486318409442902,0.36685094237327576,0.968336820602417,-0.17363019287586212
water,0.27449819445610046,1.092576503753662,1.1381703188817482e-06,0.33882755041122437,1.058545708656311,-0.030923759564757347,0.3957129120826721,0.9929838180541992,-0.055482834577560425,0.4190994203090668,0.936784565448761,-0.07719866931438446,0.3798311948776245,0.9050294756889343,-0.10221989452838898,0.31878966093063354,0.8424575924873352,-0.06202416494488716,0.3405633866786957,0.7183829545974731,-0.09103333204984665,0.3538386821746826,0.6427326202392578,-0.10876651853322983,0.36332714557647705,0.5820378065109253,-0.11961028724908829,0.2738707363605499,0.8530766367912292,-0.07263456284999847,0.2812519371509552,0.7077218294143677,-0.10713669657707214,0.29537317156791687,0.6076322793960571,-0.13493919372558594,0.30798473954200745,0.5343685150146484,-0.15196754038333893,0.23731397092342377,0.8937114477157593,-0.08347639441490173,0.2474343329668045,0.7652515769004822,-0.13441304862499237,0.2718503773212433,0.6655993461608887,-0.1754600703716278,0.28960344195365906,0.5890661478042603,-0.20012854039669037,0.2117822915315628,0.9534376263618469,-0.09278569370508194,0.27772507071495056,0.8949105143547058,-0.13883785903453827,0.33279913663864136,0.9210421442985535,-0.154291033744812,0.3700408935546875,0.9707016944885254,-0.1620563417673111
water,0.27642694115638733,1.1027511358261108,1.141916868618864e-06,0.34180134534835815,1.0629773139953613,-0.02759336307644844,0.397177517414093,0.9962901473045349,-0.0515202172100544,0.4210425615310669,0.9394431114196777,-0.07414370030164719,0.38107746839523315,0.9037402868270874,-0.10003558546304703,0.31820374727249146,0.8484393954277039,-0.05607687309384346,0.3390510380268097,0.7239298820495605,-0.08535892516374588,0.35311323404312134,0.6477853059768677,-0.10432213544845581,0.3642583191394806,0.5866276025772095,-0.11654332280158997,0.2739799916744232,0.8590909242630005,-0.06946336477994919,0.2796818017959595,0.711372971534729,-0.10510297864675522,0.29323041439056396,0.6081980466842651,-0.13619166612625122,0.30559879541397095,0.5316118001937866,-0.15612803399562836,0.23734921216964722,0.8993345499038696,-0.08295005559921265,0.24598759412765503,0.7678273320198059,-0.13459618389606476,0.2728680968284607,0.6694127321243286,-0.17681142687797546,0.2920525372028351,0.5937038064002991,-0.20260733366012573,0.21237444877624512,0.9587515592575073,-0.09477505087852478,0.2772429883480072,0.8970422744750977,-0.14213603734970093,0.3346308171749115,0.9232715368270874,-0.15860706567764282,0.372605562210083,0.9726123213768005,-0.16717852652072906
water,0.2751067578792572,1.1066380739212036,1.1930717391805956e-06,0.3409126102924347,1.0665878057479858,-0.033503688871860504,0.3966425657272339,0.9981317520141602,-0.06041097640991211,0.4201095998287201,0.9424815773963928,-0.08522267639636993,0.38120490312576294,0.9081888794898987,-0.11327345669269562,0.3189782202243805,0.8482926487922668,-0.06000838056206703,0.3396102786064148,0.7264944314956665,-0.09080776572227478,0.3544114828109741,0.6504436135292053,-0.11178681254386902,0.3659150302410126,0.5885154604911804,-0.12580373883247375,0.2752843499183655,0.8586704134941101,-0.07180725038051605,0.2820315957069397,0.7136359214782715,-0.10790883004665375,0.29640993475914,0.6107965707778931,-0.14066633582115173,0.3085148334503174,0.5325584411621094,-0.16227571666240692,0.23783668875694275,0.8980521559715271,-0.08443047106266022,0.24725550413131714,0.770197868347168,-0.13653621077537537,0.2738068103790283,0.6692336797714233,-0.18090608716011047,0.29172083735466003,0.5903483033180237,-0.2090424746274948,0.21030187606811523,0.9560117721557617,-0.09607478231191635,0.2777923345565796,0.9010902643203735,-0.1449815332889557,0.3378657102584839,0.9271780848503113,-0.16364936530590057,0.37711068987846375,0.9750564694404602,-0.174215629696846
water,0.28410235047340393,1.1136023998260498,1.1902340020242264e-06,0.3459228277206421,1.0736979246139526,-0.03347165137529373,0.3991334140300751,1.001047968864441,-0.05968267470598221,0.42198023200035095,0.9409054517745972,-0.08393184095621109,0.3827487528324127,0.9042534232139587,-0.11142714321613312,0.3172701895236969,0.8535078763961792,-0.059582702815532684,0.3377441465854645,0.7284837365150452,-0.09044773131608963,0.3528507649898529,0.6513950228691101,-0.11155752837657928,0.3646239638328552,0.5892257690429688,-0.1253959685564041,0.271994411945343,0.864225447177887,-0.07115896791219711,0.27930575609207153,0.7176100611686707,-0.10602829605340958,0.29336440563201904,0.6129271984100342,-0.13779574632644653,0.30556851625442505,0.5335874557495117,-0.15907877683639526,0.23428590595722198,0.9033258557319641,-0.08383756875991821,0.24480757117271423,0.7710201144218445,-0.13521839678287506,0.27114295959472656,0.6701164245605469,-0.17917563021183014,0.28975480794906616,0.5915042161941528,-0.2071370780467987,0.20770758390426636,0.9600860476493835,-0.09558527916669846,0.2757101058959961,0.8948191404342651,-0.14369232952594757,0.3343617022037506,0.9190021753311157,-0.16195371747016907,0.3727399706840515,0.9663490056991577,-0.1724620759487152
water,0.27640581130981445,1.1201250553131104,1.2331789775998914e-06,0.33970171213150024,1.0752068758010864,-0.033287227153778076,0.3903127610683441,1.0035399198532104,-0.06033883988857269,0.4124414920806885,0.945223867893219,-0.08484502881765366,0.37752920389175415,0.9106981158256531,-0.11236213892698288,0.31295087933540344,0.8525253534317017,-0.06038482487201691,0.3386499881744385,0.7281056046485901,-0.09181958436965942,0.3544372618198395,0.6490998268127441,-0.1127355694770813,0.3656013309955597,0.5857278108596802,-0.1260225921869278,0.2691948115825653,0.8631640076637268,-0.07144475728273392,0.28136762976646423,0.7141880989074707,-0.10915855318307877,0.29493919014930725,0.6111612319946289,-0.1399303525686264,0.3056264817714691,0.5349898338317871,-0.1586586833000183,0.23251548409461975,0.9014608860015869,-0.08339250087738037,0.24545778334140778,0.7694132328033447,-0.13563133776187897,0.267528235912323,0.6697583198547363,-0.17663750052452087,0.28278911113739014,0.5918973684310913,-0.20156556367874146,0.20583802461624146,0.9593198895454407,-0.09446977078914642,0.2764608860015869,0.8926956057548523,-0.14042726159095764,0.33312085270881653,0.9222463369369507,-0.1548137366771698,0.3718053102493286,0.9740747809410095,-0.16202694177627563
